,id,company_id,experience_level,last_published_at,closed_at
0,7601,1798,1.0,,
1,5337,1798,2.0,2018-04-20 15:43:24.055 UTC,2019-02-22 02:00:48.379 UTC
2,6896,2055,2.0,2018-10-29 09:37:27.198 UTC,2019-02-21 10:10:17.863 UTC
3,7404,8,1.0,2018-12-28 10:28:15.081 UTC,2019-02-15 18:13:14.746 UTC
4,1940,8,3.0,2016-07-18 18:52:32.647 UTC,2016-07-26 21:13:21.113 UTC
5,7635,3083,2.0,,
6,7636,3083,,,
7,6840,2831,2.0,2018-10-22 10:22:52.841 UTC,
8,7660,2581,2.0,,
9,7641,3095,,,
10,7644,3095,,,
11,7082,1048,3.0,2018-11-21 16:34:38.917 UTC,
12,7083,1048,3.0,2018-11-21 17:15:19.651 UTC,
13,7256,2596,2.0,,
14,5985,2596,2.0,2018-07-24 08:35:09.842 UTC,2019-02-20 02:00:27.331 UTC
15,7005,1829,2.0,2018-11-22 13:12:03.727 UTC,2019-02-22 02:00:46.93 UTC
16,7664,3118,2.0,,
17,7678,3120,,,
18,7668,3120,1.0,,
19,7669,3120,2.0,,
20,7670,3120,2.0,,
21,7671,3120,2.0,,
22,7672,3120,2.0,,
23,7673,3120,2.0,,
24,7674,3120,2.0,,
25,7676,3120,2.0,,
26,7677,3120,2.0,,
27,7679,3120,2.0,,
28,7680,3120,2.0,,
29,7681,3120,2.0,,
30,7683,3120,2.0,,
31,7684,3120,2.0,,
32,7682,3120,2.0,,
33,5545,1076,2.0,2018-05-29 20:48:30.878 UTC,
34,6712,1076,2.0,2018-10-16 18:10:34.331 UTC,2019-02-18 15:35:40.013 UTC
35,6713,1076,3.0,2018-10-16 18:36:03.557 UTC,2019-02-18 15:24:01.909 UTC
36,6558,1593,2.0,2018-10-25 08:13:28.351 UTC,
37,6557,1593,2.0,2018-10-25 08:12:03.195 UTC,
38,5125,2363,2.0,2018-03-28 09:48:18.954 UTC,2019-02-21 02:01:21.093 UTC
39,5128,2363,2.0,2018-03-28 11:36:24.404 UTC,2019-02-21 02:01:18.897 UTC
40,5129,2363,2.0,2018-03-28 11:47:48.147 UTC,2019-02-21 02:01:16.039 UTC
41,5149,2363,2.0,2018-06-15 12:00:04.411 UTC,2019-02-21 02:01:15.276 UTC
42,5127,2363,2.0,2018-03-28 11:07:23.212 UTC,2019-02-21 02:01:16.942 UTC
43,5130,2363,2.0,2018-03-28 12:05:53.793 UTC,2019-02-21 02:01:17.809 UTC
44,5972,61,2.0,2018-07-20 17:17:26.877 UTC,2019-02-20 09:10:59.316 UTC
45,5874,2621,2.0,2018-07-12 14:48:34.524 UTC,
46,6910,1857,3.0,2018-10-29 18:29:00.975 UTC,
47,7466,329,1.0,2019-01-15 21:39:50.311 UTC,2019-02-13 16:58:02.226 UTC
48,6181,329,2.0,2018-08-28 11:13:50.699 UTC,2019-02-13 17:04:11.841 UTC
49,4474,2122,3.0,2017-11-22 16:43:36.536 UTC,2019-02-13 02:00:40.931 UTC
50,7093,2894,2.0,2018-11-23 13:20:59.029 UTC,
51,7661,2916,2.0,,
52,7451,2662,3.0,,
53,7452,2662,2.0,,
54,5989,2662,1.0,2018-07-24 14:32:02.261 UTC,2019-02-14 13:59:25.832 UTC
55,5236,1643,2.0,2018-04-27 12:05:55.047 UTC,2019-02-23 02:00:12.236 UTC
56,5237,1643,1.0,2018-05-16 10:46:21.188 UTC,2019-02-23 02:00:11.483 UTC
57,6817,2421,3.0,2018-10-19 14:55:35.028 UTC,2019-02-21 16:56:48.251 UTC
58,7650,1400,1.0,,
59,5896,2427,2.0,2018-07-17 13:28:59.615 UTC,
60,7457,132,2.0,2019-01-17 10:03:35.564 UTC,2019-02-22 16:26:10.599 UTC
61,6807,2198,2.0,2018-10-23 11:01:19.65 UTC,
62,4762,2201,2.0,2018-01-26 11:12:10.325 UTC,2019-02-18 11:23:04.65 UTC
63,4665,2201,1.0,2018-01-25 10:09:17.446 UTC,2019-02-18 11:19:10.107 UTC
64,6718,1947,1.0,,
65,6850,2461,2.0,2018-10-23 10:36:42.018 UTC,2019-02-22 15:15:32.812 UTC
66,5413,2461,2.0,2018-05-08 10:21:20.897 UTC,2019-02-22 15:14:40.418 UTC
67,6946,2461,3.0,2018-10-29 13:39:06.966 UTC,2019-02-22 15:15:13.636 UTC
68,2697,1452,2.0,2017-05-04 10:12:14.651 UTC,2019-02-15 02:00:16.251 UTC
69,6895,2736,2.0,2018-10-25 15:43:38.882 UTC,2019-02-13 08:34:45.235 UTC
70,6395,2736,2.0,2018-09-17 07:41:36.747 UTC,2019-02-13 08:34:04.034 UTC
71,6969,1203,2.0,2018-11-16 15:09:26.945 UTC,
72,5741,700,2.0,2018-12-28 11:39:26.974 UTC,2019-02-21 10:19:45.228 UTC
73,6874,1735,2.0,2018-10-24 16:28:15.858 UTC,2019-02-21 02:01:13.602 UTC
74,6434,1735,3.0,2018-10-18 10:10:44.261 UTC,
75,6454,2759,3.0,2018-10-15 08:54:14.143 UTC,2019-02-21 02:01:08.569 UTC
76,6464,2759,2.0,2018-10-15 08:55:22.126 UTC,2019-02-21 02:01:06.894 UTC
77,7030,209,2.0,2018-11-22 19:42:37.289 UTC,
78,7648,466,1.0,,
79,6689,2775,2.0,2018-10-16 07:13:08.873 UTC,2019-02-14 02:00:18.951 UTC
80,6688,2775,3.0,2018-10-16 07:10:29.914 UTC,2019-02-14 02:00:19.254 UTC
81,7068,2776,2.0,2018-11-20 11:25:07.028 UTC,
82,7037,2776,2.0,2018-11-20 11:25:09.104 UTC,
83,7301,2776,2.0,2018-12-12 10:48:23.009 UTC,
84,7509,3039,1.0,2019-01-22 15:51:42.218 UTC,2019-02-19 09:06:35.223 UTC
85,7510,3039,1.0,2019-01-22 15:51:40.523 UTC,2019-02-19 09:12:13.997 UTC
86,6617,2790,2.0,2018-10-08 15:32:21.748 UTC,2019-02-13 02:00:39.433 UTC
87,6618,2790,2.0,2018-10-08 15:32:20.012 UTC,2019-02-13 02:00:41.72 UTC
88,7554,3048,2.0,,
89,7553,3048,2.0,,
90,6613,235,3.0,2018-10-08 10:09:40.765 UTC,2019-02-18 16:07:54.472 UTC
91,4452,235,3.0,2017-11-20 14:53:52.668 UTC,2019-02-18 16:11:20.032 UTC
92,7622,3056,,,
93,7108,2291,2.0,2018-11-23 16:05:50 UTC,2019-02-18 17:12:23.708 UTC
94,7396,757,3.0,2019-01-14 10:33:30.823 UTC,
95,5891,757,3.0,2018-07-17 11:00:41.761 UTC,
96,4930,2294,2.0,2018-03-08 11:16:08.865 UTC,2019-02-21 02:01:20.393 UTC
97,6958,2613,2.0,2018-11-08 19:33:24.097 UTC,2019-03-09 02:00:20.951 UTC
98,4852,1229,2.0,2018-02-14 18:48:50.561 UTC,
99,5452,2468,2.0,2018-05-31 23:12:01.177 UTC,2019-03-12 02:02:35.874 UTC
100,7772,2865,,,
101,7773,2865,2.0,,
102,7721,2364,2.0,2019-03-06 16:35:52.494 UTC,2019-03-12 16:26:34.75 UTC
103,7729,2364,2.0,2019-03-06 16:36:04.646 UTC,2019-03-12 16:53:35.173 UTC
104,7775,2937,2.0,,
105,6082,2655,3.0,2018-08-09 10:31:36.037 UTC,
106,5963,2655,2.0,2018-08-09 10:32:21.171 UTC,
107,6081,2655,2.0,2018-08-09 10:32:12.843 UTC,
108,6086,2655,3.0,2018-08-09 10:30:54.982 UTC,
109,6084,2655,2.0,2018-08-09 10:31:58.361 UTC,
110,6083,2655,2.0,2018-08-09 10:31:49 UTC,
111,6827,2795,3.0,2018-11-15 11:43:51.384 UTC,
112,6823,2795,3.0,2018-11-15 11:43:56.749 UTC,
113,7100,2795,2.0,2018-11-27 14:48:39.023 UTC,
114,5451,1798,2.0,2018-12-13 11:08:17.644 UTC,2019-03-12 13:22:33.372 UTC
115,7617,2728,2.0,2019-02-08 09:31:27.194 UTC,2019-03-12 17:22:58.765 UTC
116,7616,2728,2.0,2019-02-08 09:31:29.613 UTC,2019-03-12 11:04:43.418 UTC
117,7092,2749,1.0,2018-11-30 09:32:34.096 UTC,2019-03-12 10:23:12.689 UTC
118,7384,8,1.0,2018-12-20 11:17:31.229 UTC,2019-03-12 10:58:33.645 UTC
119,6455,2759,3.0,2018-10-15 08:51:37.832 UTC,2019-03-12 02:02:36.888 UTC
120,7774,3084,3.0,,
121,7776,3158,,,
122,6329,256,2.0,2018-09-10 09:59:59.262 UTC,
123,6347,256,2.0,2018-09-10 10:00:22.602 UTC,
124,7611,513,3.0,2019-02-07 10:24:22.976 UTC,
125,7506,513,3.0,2019-01-22 15:25:09.959 UTC,
126,7610,513,2.0,2019-02-07 09:07:06.724 UTC,
127,7609,513,2.0,2019-02-07 09:07:12.723 UTC,
128,7505,513,3.0,2019-01-22 15:25:16.854 UTC,
129,5592,3,3.0,2018-06-11 16:12:16.995 UTC,
130,5590,3,3.0,2018-06-12 11:07:20.794 UTC,
131,5615,3,3.0,2018-06-12 10:29:48.982 UTC,
132,5614,3,3.0,2018-06-12 10:47:40.128 UTC,
133,5589,3,3.0,2018-06-11 17:07:35.298 UTC,
134,5616,3,3.0,2018-06-12 11:21:33.189 UTC,
135,7755,1798,2.0,2019-03-11 14:02:43.669 UTC,
136,7662,1798,2.0,2019-02-26 11:10:06.581 UTC,
137,6446,1798,3.0,2018-12-14 11:54:54.502 UTC,
138,5688,1798,3.0,2018-12-13 11:10:12.119 UTC,
139,6441,1798,1.0,2018-09-17 15:05:40.918 UTC,
140,7185,1798,2.0,2019-02-08 16:25:41.637 UTC,
141,7689,1798,2.0,2019-02-26 11:24:48.368 UTC,
142,7621,1798,1.0,2019-02-11 16:16:41.89 UTC,2019-03-13 09:18:52.838 UTC
143,7357,2822,2.0,2019-01-15 19:17:55.33 UTC,
144,7036,2822,3.0,2018-11-16 07:49:39.473 UTC,
145,7035,2822,3.0,2018-11-16 07:49:28.227 UTC,
146,7657,3079,2.0,2019-02-19 14:26:10.938 UTC,
147,7628,3079,2.0,2019-02-11 09:37:11.726 UTC,
148,7777,8,1.0,2019-03-12 11:05:47.514 UTC,
149,7260,8,3.0,2018-12-05 15:01:51.308 UTC,
150,7259,8,2.0,2018-12-05 13:22:50.517 UTC,
151,7380,8,2.0,2018-12-19 16:48:35.194 UTC,
152,7598,3084,3.0,2019-02-05 14:35:34.472 UTC,
153,7586,3084,3.0,2019-02-05 14:36:06.235 UTC,
154,7424,1805,2.0,2019-01-20 23:38:45.604 UTC,
155,7646,1805,2.0,2019-02-18 12:35:41.15 UTC,
156,7469,1805,2.0,2019-01-15 21:36:19.524 UTC,
157,6925,1294,2.0,2018-11-06 11:13:10.758 UTC,
158,5571,1294,3.0,2018-06-08 10:51:25.073 UTC,
159,7632,3087,3.0,2019-02-14 13:46:07.384 UTC,
160,6647,784,3.0,2018-10-12 15:24:26.022 UTC,
161,6947,784,3.0,2018-10-31 10:50:33.566 UTC,
162,6743,784,3.0,2018-10-18 10:07:07.914 UTC,
163,7645,3095,3.0,2019-02-15 16:09:07.662 UTC,
164,7642,3095,3.0,2019-02-15 15:45:29.941 UTC,
165,6960,1307,2.0,2018-12-05 16:56:54.408 UTC,
166,7578,2589,2.0,2019-02-04 10:23:55.667 UTC,
167,7098,2845,3.0,2018-11-23 10:42:29.378 UTC,
168,7099,2845,3.0,2018-11-23 10:42:43.459 UTC,
169,7060,2845,3.0,2018-11-22 12:48:01.301 UTC,
170,7095,2845,2.0,2018-11-23 10:42:19.124 UTC,
171,7096,2845,3.0,2018-11-23 10:41:33.234 UTC,
172,7097,2845,3.0,2018-11-23 10:42:08.109 UTC,
173,7639,2593,3.0,2019-02-18 12:54:08.827 UTC,
174,5710,2083,3.0,2018-07-02 10:48:46.086 UTC,
175,6000,2083,3.0,2018-07-26 17:00:35.882 UTC,
176,4322,2083,3.0,2017-10-26 15:12:44.32 UTC,
177,4321,2083,3.0,2017-10-26 15:12:47.554 UTC,
178,7752,2596,2.0,2019-03-12 19:12:10.493 UTC,
179,6970,2596,1.0,2018-11-07 13:17:25.045 UTC,
180,7257,2596,2.0,2018-12-05 16:34:55.6 UTC,
181,5714,2597,3.0,2018-06-25 07:35:44.933 UTC,
182,5713,2597,2.0,2018-06-25 07:35:55.199 UTC,
183,7253,1318,1.0,2018-12-06 01:01:17.172 UTC,
184,7252,1318,2.0,2018-12-06 01:02:44.762 UTC,
185,7175,2088,1.0,2018-11-30 14:03:14.726 UTC,
186,7300,2088,2.0,2018-12-12 09:33:24.241 UTC,
187,7438,1579,2.0,2019-01-14 10:03:09.771 UTC,
188,7439,1579,2.0,2019-02-20 16:15:38.259 UTC,
189,6563,1579,2.0,2018-10-08 09:36:10.04 UTC,
190,7504,2092,3.0,2019-01-21 10:59:52.523 UTC,
191,7665,3118,3.0,2019-03-05 13:12:02.5 UTC,
192,7546,2609,1.0,2019-02-04 08:40:42.141 UTC,
193,7230,2609,3.0,2018-12-04 14:14:25.31 UTC,
194,7229,2609,3.0,2018-12-04 14:08:54.406 UTC,
195,7233,2609,1.0,2019-01-29 10:40:00.967 UTC,
196,7231,2609,3.0,2018-12-04 14:26:22.038 UTC,
197,7158,2609,3.0,2018-12-04 14:18:49.3 UTC,
198,6980,2865,3.0,2018-11-12 18:11:54.367 UTC,
199,7459,2865,2.0,2019-01-14 18:13:03.263 UTC,
200,7359,2356,3.0,2018-12-18 15:11:05.691 UTC,
201,6927,2356,3.0,2018-10-29 10:29:59.403 UTC,
202,7358,2356,3.0,2019-02-04 12:15:17.021 UTC,
203,6926,2356,3.0,2019-02-12 11:07:57.205 UTC,
204,6942,2356,3.0,2019-02-12 11:07:50.663 UTC,
205,6814,2613,2.0,2018-10-23 19:29:38.879 UTC,
206,6733,2613,3.0,2018-10-23 19:49:17.76 UTC,
207,5970,61,3.0,2018-07-20 17:16:56.847 UTC,
208,7769,61,2.0,2019-03-11 13:20:35.448 UTC,
209,6458,61,2.0,2018-09-19 15:02:45.105 UTC,
210,7210,61,2.0,2018-12-03 19:40:32.335 UTC,
211,7056,2879,1.0,2019-01-24 11:30:33.066 UTC,
212,7055,2879,1.0,2019-01-24 11:30:43.664 UTC,
213,7057,2879,3.0,2019-01-24 11:30:23.565 UTC,
214,7053,2879,3.0,2019-01-24 11:30:11.233 UTC,
215,7560,2112,2.0,2019-02-07 11:47:29.05 UTC,
216,6491,2112,3.0,2018-09-24 13:38:17.56 UTC,
217,6492,2112,2.0,2018-09-24 13:36:28.682 UTC,
218,5761,2112,3.0,2018-07-04 16:01:29.41 UTC,
219,6975,2112,3.0,2018-11-08 10:37:57.779 UTC,
220,6974,2112,3.0,2018-11-08 10:31:15.173 UTC,
221,7561,2112,1.0,2019-02-07 11:48:44.978 UTC,
222,6490,2112,3.0,2018-09-24 13:37:55.72 UTC,
223,6676,1857,2.0,2018-10-15 09:18:00.267 UTC,
224,7710,322,2.0,2019-03-04 11:26:04.96 UTC,
225,7028,322,2.0,2018-11-16 12:16:08.861 UTC,
226,7708,322,2.0,2019-03-04 11:05:24.806 UTC,
227,7512,322,2.0,2019-03-01 11:57:57.853 UTC,
228,7433,2374,2.0,2019-01-15 16:41:59.656 UTC,
229,7441,2374,3.0,2019-01-15 16:39:13.891 UTC,
230,7440,2374,2.0,2019-01-15 16:38:31.116 UTC,
231,7432,329,2.0,2019-01-10 12:46:35.57 UTC,
232,7465,329,3.0,2019-01-15 21:40:26.408 UTC,
233,5497,329,2.0,2018-05-18 15:22:06.861 UTC,
234,7760,3148,3.0,2019-03-08 11:13:19.796 UTC,
235,7759,3148,2.0,2019-03-08 11:13:23.172 UTC,
236,7761,3148,2.0,2019-03-08 11:13:16.583 UTC,
237,7763,3148,2.0,2019-03-08 11:13:11.691 UTC,
238,7764,3148,3.0,2019-03-08 11:15:37.268 UTC,
239,7762,3148,3.0,2019-03-08 11:13:14.488 UTC,
240,6952,1869,2.0,2018-11-30 09:30:04.174 UTC,
241,4801,2383,2.0,2018-02-05 11:00:28.741 UTC,
242,4802,2383,2.0,2018-02-05 11:10:56.162 UTC,
243,7771,3155,2.0,2019-03-11 12:02:35.09 UTC,
244,7212,596,1.0,2018-12-21 11:02:38.665 UTC,
245,7136,2902,2.0,2018-11-27 12:56:00.973 UTC,
246,7157,2907,2.0,2018-11-28 07:45:30.476 UTC,
247,7614,2142,2.0,2019-02-10 21:37:01.404 UTC,
248,7550,2142,2.0,2019-02-10 21:36:51.745 UTC,
249,7033,99,3.0,2018-11-15 16:20:03.154 UTC,
250,6184,868,1.0,2018-10-08 10:42:08.855 UTC,
251,6945,868,3.0,2018-11-07 19:25:10.901 UTC,
252,7206,2916,2.0,2018-12-03 17:53:07.094 UTC,
253,7294,2916,1.0,2018-12-10 18:41:43.137 UTC,
254,7207,2916,2.0,2018-12-03 18:13:41.65 UTC,
255,7203,2916,2.0,2018-12-03 18:07:07.043 UTC,
256,7196,2916,2.0,2018-12-03 17:47:13.82 UTC,
257,7298,2916,2.0,2018-12-10 18:47:02.408 UTC,
258,7297,2916,2.0,2018-12-10 18:49:04.625 UTC,
259,7201,2916,2.0,2018-12-03 17:41:11.504 UTC,
260,7205,2916,2.0,2018-12-03 12:55:25.824 UTC,
261,7296,2916,2.0,2018-12-10 18:14:23.682 UTC,
262,7202,2916,2.0,2018-12-03 18:10:35.809 UTC,
263,7198,2916,2.0,2018-12-03 12:52:42.852 UTC,
264,7295,2916,2.0,2018-12-10 18:10:51.928 UTC,
265,5074,103,2.0,2018-03-26 14:28:26.234 UTC,
266,6610,871,3.0,2018-10-19 11:55:59.859 UTC,
267,6226,873,3.0,2019-02-18 13:27:15.884 UTC,
268,7186,873,3.0,2019-02-18 13:26:42.743 UTC,
269,7449,873,1.0,2019-01-11 15:25:10.385 UTC,
270,7189,873,3.0,2018-12-03 08:01:59.909 UTC,
271,7522,873,3.0,2019-01-22 17:54:23.247 UTC,
272,7474,873,3.0,2019-01-18 15:52:46.183 UTC,
273,7462,873,2.0,2019-01-18 15:52:36.478 UTC,
274,7079,873,3.0,2018-11-21 11:29:35.294 UTC,
275,7534,873,2.0,2019-01-25 12:01:26.92 UTC,
276,7535,873,3.0,2019-01-25 12:01:25.033 UTC,
277,6252,873,3.0,2019-02-18 13:27:36.494 UTC,
278,7062,873,3.0,2018-11-19 11:57:51.474 UTC,
279,7061,873,2.0,2019-02-18 13:28:08.53 UTC,
280,7464,873,2.0,2019-01-18 15:53:23.335 UTC,
281,7473,873,2.0,2019-01-18 15:53:13.192 UTC,
282,7450,873,1.0,2019-01-11 15:25:08.99 UTC,
283,7187,873,3.0,2018-12-03 08:13:47.94 UTC,
284,7463,873,2.0,2019-01-18 15:52:38.973 UTC,
285,7461,873,2.0,2019-01-18 15:52:42.366 UTC,
286,7579,366,3.0,2019-02-01 17:51:30.733 UTC,
287,7580,366,3.0,2019-02-01 17:51:37.533 UTC,
288,7285,2930,2.0,2018-12-10 19:06:50.723 UTC,
289,7284,2930,2.0,2018-12-10 19:13:16.604 UTC,
290,6671,1651,2.0,2018-10-19 12:26:58.218 UTC,
291,6664,1651,3.0,2018-10-19 09:44:34.378 UTC,
292,6668,1651,3.0,2018-10-19 14:41:31.04 UTC,
293,6672,1651,2.0,2018-10-19 16:44:26.17 UTC,
294,6669,1651,2.0,2018-10-19 10:17:39.81 UTC,
295,6665,1651,3.0,2018-10-19 11:47:50.834 UTC,
296,7443,2421,3.0,2019-01-14 15:25:12.572 UTC,
297,6818,2421,2.0,2018-10-19 14:55:41.905 UTC,
298,7667,2421,3.0,2019-02-25 10:51:30.052 UTC,
299,5867,2422,3.0,2018-07-11 09:16:38.489 UTC,
300,5387,2422,3.0,2018-04-30 12:59:12.676 UTC,
301,7425,2425,3.0,2019-01-15 19:17:07.839 UTC,
302,7747,2937,2.0,2019-03-11 17:57:43.374 UTC,
303,6717,2170,2.0,2018-10-17 08:50:20.54 UTC,
304,5825,2170,2.0,2018-07-09 07:39:30.124 UTC,
305,7489,2171,2.0,2019-01-17 17:19:01.521 UTC,
306,7339,2947,2.0,2018-12-20 21:19:56.366 UTC,
307,7496,2947,2.0,2019-01-31 15:17:11.713 UTC,
308,7430,132,2.0,2019-01-17 10:03:18.24 UTC,
309,6967,388,3.0,2018-11-12 19:48:53.737 UTC,
310,6968,388,3.0,2018-11-09 11:45:53.399 UTC,
311,7054,388,3.0,2018-11-27 10:34:22.415 UTC,
312,5695,2437,3.0,2018-06-20 09:45:14.09 UTC,
313,4049,1673,3.0,2017-08-29 18:11:36.805 UTC,
314,7544,1673,3.0,2019-01-28 10:44:33.799 UTC,
315,7543,1673,3.0,2019-01-28 10:42:04.56 UTC,
316,5050,1673,3.0,2019-01-28 10:44:49.607 UTC,
317,7047,1676,2.0,2018-11-15 10:31:56.992 UTC,
318,6633,1676,1.0,2018-10-12 13:32:01.001 UTC,
319,6598,1676,2.0,2018-10-12 13:31:56.56 UTC,
320,7048,1676,2.0,2018-11-15 10:32:02.437 UTC,
321,7045,1676,2.0,2018-11-15 10:32:12.701 UTC,
322,7049,1676,2.0,2018-11-15 10:32:07.379 UTC,
323,7046,1676,3.0,2018-11-15 10:31:49.548 UTC,
324,7576,2956,1.0,2019-02-04 09:01:37.591 UTC,
325,7574,2956,1.0,2019-02-04 09:01:33.289 UTC,
326,7458,2193,2.0,2019-01-15 16:26:44.343 UTC,
327,7711,2450,2.0,2019-03-05 15:38:15.565 UTC,
328,7077,2450,2.0,2018-11-26 11:53:07.666 UTC,
329,6745,2450,2.0,2018-10-22 09:15:53.095 UTC,
330,7726,147,3.0,2019-03-08 09:29:52.742 UTC,
331,7658,147,1.0,2019-02-20 17:24:57.312 UTC,
332,7137,147,3.0,2018-11-26 22:02:28.153 UTC,
333,7426,147,2.0,2019-01-08 11:40:36.798 UTC,
334,6483,147,3.0,2018-09-21 16:24:08.822 UTC,
335,7719,147,3.0,2019-03-08 09:30:19.904 UTC,
336,7536,147,2.0,2019-01-25 11:07:01.434 UTC,
337,5773,2195,2.0,2018-07-04 16:02:56.344 UTC,
338,4684,2195,3.0,2018-05-29 16:20:40.515 UTC,
339,4690,2195,2.0,2018-05-29 16:18:05.05 UTC,
340,4691,2195,2.0,2018-05-29 16:19:48.914 UTC,
341,4692,2195,2.0,2018-05-29 16:21:23.407 UTC,
342,5772,2195,2.0,2018-07-04 16:02:08.779 UTC,
343,6010,2195,3.0,2018-07-31 10:02:11.144 UTC,
344,4682,2195,2.0,2018-05-29 16:21:58.241 UTC,
345,5417,2195,2.0,2018-05-09 14:59:09.377 UTC,
346,4683,2195,3.0,2018-05-29 16:17:28.939 UTC,
347,5028,2195,3.0,2018-05-29 16:21:45.689 UTC,
348,5875,2195,2.0,2018-07-16 12:57:44.72 UTC,
349,4694,2195,2.0,2018-05-29 16:21:01.933 UTC,
350,5029,2195,2.0,2018-05-29 16:22:39.831 UTC,
351,4679,2195,2.0,2018-05-29 16:19:35.82 UTC,
352,4671,2195,2.0,2018-05-29 16:19:00.078 UTC,
353,5024,2195,2.0,2018-05-29 16:20:20.645 UTC,
354,5418,2195,2.0,2018-05-09 15:00:42.114 UTC,
355,7699,2964,3.0,2019-03-01 10:55:38.819 UTC,
356,7271,1429,2.0,2019-01-15 15:10:59.759 UTC,
357,7270,1429,1.0,2019-01-15 15:11:49.769 UTC,
358,5595,2202,3.0,2018-06-20 14:34:08.371 UTC,
359,6719,1947,2.0,2018-10-29 09:56:51.117 UTC,
360,6466,2727,2.0,2018-09-21 14:22:49.794 UTC,
361,6465,2727,3.0,2018-09-21 14:25:50.048 UTC,
362,7107,1452,2.0,2018-11-23 16:11:01.42 UTC,
363,7243,1452,2.0,2018-12-04 10:28:37.02 UTC,
364,4510,1452,2.0,2017-12-04 16:42:45.442 UTC,
365,3931,1452,2.0,2017-07-17 14:49:01.835 UTC,
366,7547,1452,2.0,2019-01-29 11:00:15.047 UTC,
367,7138,1452,3.0,2018-11-26 21:04:29.572 UTC,
368,5255,1967,2.0,2018-04-09 14:09:21.186 UTC,
369,5288,1967,3.0,2018-04-13 10:36:23.875 UTC,
370,5256,1967,2.0,2018-04-09 14:13:50.55 UTC,
371,5257,1967,2.0,2018-04-09 15:07:26.181 UTC,
372,5846,1967,2.0,2018-07-25 10:45:07.724 UTC,
373,6572,1967,3.0,2018-10-11 09:27:35.388 UTC,
374,6468,1967,3.0,2018-09-21 09:17:03.897 UTC,
375,6470,1967,2.0,2018-09-21 09:39:37.299 UTC,
376,5845,1967,3.0,2018-07-24 11:40:48.924 UTC,
377,7599,432,2.0,2019-02-20 10:36:04.15 UTC,
378,7647,2739,3.0,2019-02-18 12:15:11.761 UTC,
379,6284,2739,3.0,2018-09-05 11:30:50.55 UTC,
380,7498,2491,2.0,2019-01-25 14:55:17.568 UTC,
381,5747,700,1.0,2018-07-09 10:28:36.843 UTC,
382,7141,700,3.0,2018-11-26 16:56:52.353 UTC,
383,5406,957,2.0,2018-05-04 09:48:13.507 UTC,
384,6909,957,2.0,2018-10-26 09:37:41.05 UTC,
385,7675,3006,2.0,2019-02-25 11:16:23.499 UTC,
386,7427,3006,3.0,2019-01-08 16:58:02.765 UTC,
387,7551,3006,2.0,2019-01-30 10:07:12.575 UTC,
388,7685,2751,3.0,2019-02-26 11:43:04.468 UTC,
389,6949,2751,2.0,2018-10-30 11:27:36.546 UTC,
390,7431,3007,2.0,2019-01-10 11:18:05.652 UTC,
391,6230,450,1.0,2018-09-04 08:39:45.262 UTC,
392,6244,450,3.0,2018-09-04 08:39:47.653 UTC,
393,6711,1734,2.0,2018-10-30 10:44:15.119 UTC,
394,7208,1734,2.0,2018-12-18 14:53:42.324 UTC,
395,6710,1734,2.0,2018-10-30 10:44:13.31 UTC,
396,7214,1734,2.0,2018-12-03 19:39:45.027 UTC,
397,5524,2502,2.0,2018-10-16 11:49:05.453 UTC,
398,6021,2504,1.0,2018-08-03 11:03:59.274 UTC,
399,7052,2504,3.0,2018-11-20 00:29:00.252 UTC,
400,6496,2765,3.0,2018-11-19 12:38:19.096 UTC,
401,5532,2511,3.0,2018-05-29 13:17:20.258 UTC,
402,7637,2512,3.0,2019-02-14 10:34:26.09 UTC,
403,7590,469,2.0,2019-02-05 10:03:00.804 UTC,
404,6574,2779,2.0,2018-10-08 16:48:09.162 UTC,
405,6577,2779,2.0,2018-10-08 16:48:07.464 UTC,
406,6579,2779,2.0,2018-10-08 16:48:06.031 UTC,
407,6578,2779,2.0,2019-01-14 15:19:55.869 UTC,
408,5754,2525,1.0,2019-03-12 11:59:19.751 UTC,
409,5757,2525,2.0,2018-09-25 12:45:40.936 UTC,
410,7649,2782,2.0,2019-02-18 19:32:07.567 UTC,
411,6584,2782,2.0,2018-10-18 10:27:44.283 UTC,
412,5356,2017,2.0,2018-04-23 18:10:01.693 UTC,
413,7638,3041,2.0,2019-02-13 10:38:32.943 UTC,
414,7634,3041,2.0,2019-02-12 16:55:40.572 UTC,
415,7640,3041,2.0,2019-02-18 11:58:06.291 UTC,
416,7556,2786,2.0,2019-01-30 17:35:36.303 UTC,
417,7585,2786,2.0,2019-02-04 10:17:31.946 UTC,
418,7583,2786,2.0,2019-02-04 10:18:23.503 UTC,
419,7584,2786,2.0,2019-02-04 10:19:19.111 UTC,
420,5308,2021,2.0,2018-04-17 10:42:59.119 UTC,
421,5305,2021,1.0,2018-04-17 10:42:44.805 UTC,
422,5307,2021,1.0,2018-04-17 10:43:37.751 UTC,
423,5309,2021,3.0,2018-04-17 10:42:49.849 UTC,
424,5304,2021,3.0,2018-04-17 10:44:00.905 UTC,
425,7545,2023,2.0,2019-01-28 16:44:26.01 UTC,
426,7718,2538,2.0,2019-03-06 16:35:31.636 UTC,
427,7715,2538,2.0,2019-03-06 16:31:18.553 UTC,
428,6829,2795,3.0,2018-11-15 11:44:01.627 UTC,
429,7549,3051,2.0,2019-02-07 11:38:26.119 UTC,
